exp_id,model,partition_mode,dirichlet_alpha,num_clients,num_rounds,fraction_train,local_epochs,batch_size,lr,num_features,num_classes,total_time_s,avg_round_time_s,server_test_time_total_s,avg_round_server_test_time_s,model_size_kib,est_comm_per_round_mib,global_test_loss,global_test_acc,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,final_model_path
exp_xgboost_dirichlet_0.1_N2_fedxgbbagging_test,xgboost,fedxgbbagging,dirichlet,0.1,2,3,1.0,1.0,1,256,,39,13,105.96048069999961,35.320160233333205,,,13.8974609375,0.054286956787109375,6.340402126312256,0.2921749949455261,0.19413897395133972,0.30413657426834106,0.21225351095199585,0.2077551633119583,0.2921749949455261,0.22514648735523224,outputs\exp_xgboost_dirichlet_0.1_N2_fedxgbbagging_test\final_model_xgboost.json
exp_lr_fedxgbbagging_0.1_N2_fedprox-0.01_test,xgboost,fedxgbbagging,dirichlet,0.1,2,5,1.0,1.0,3,256,,39,13,181.3642949,36.27285898,,,38.1669921875,0.14908981323242188,5.941539287567139,0.36648333072662354,0.2342025488615036,0.3726539611816406,0.2648278474807739,0.2504727244377136,0.3664833605289459,0.28092437982559204,outputs\exp_lr_fedxgbbagging_0.1_N2_fedprox-0.01_test\final_model_xgboost.json
